"Tweet" "Country" "Words" "AFScore" "BingScore" "NumWords" "AFINNcats"
https://t.co/cRQMKob2Hd" "AUS" "infected" -2 "negative" 1 "(-3;-1]"
"6463" "@PaulHenry524 @Neopseudo @DanielAndrewsMP I had a vague recollection but I had to look it up to confirm. https://t.co/qxwqug9TmD" "AUS" "vague" -2 "negative" 1 "(-3;-1]"
"6484" "@DrShaneRRR Better than covid." "AUS" "better" 2 "positive" 1 "[1;3)"
"6492" "Ohhh this sounds good! https://t.co/SFV6KAeZns" "AUS" "good" 3 "positive" 1 "[3;5]"
"6503" "Call 995 only for 'life-threatening' situations, use emergency services prudently: MOH, SCDF https://t.co/iDjmzUk8dZ https://t.co/fi6uVCM31F" "AUS" "emergency_threatening" -2 "negative" 2 "(-3;-1]"
"6509" "@adamjude_ They do! In Malaysia they are 70-88% effective in preventing Covid and its deaths" "AUS" "effective_preventing" 0 "positive" 2 "0"
"6519" "@StinkyDogPoop1 @drdavidsamadi @ConceptualJames And vaccinated does not mean COVID negative" "AUS" "negative" -2 "negative" 1 "(-3;-1]"
"6523" "@LBFlyawayhome The room has good ventilation so the same classroom will be able to minimise the spread of Covid some 50 years later." "AUS" "good" 3 "positive" 1 "[3;5]"
"6525" "33% of new cases among fully vaxxed? That is pretty serious https://t.co/O24SSNPlAi" "AUS" "pretty" 1 "positive" 1 "[1;3)"
"6526" "AFL grand final COVID breacher Caleb Harold Cox remains behind bars after facing Perth court https://t.co/oI5VRRF6u0" "AUS" "grand" 3 "positive" 1 "[3;5]"
"6532" "COVID vaccines boost antibodies in airways after infection, study says. Why it matters
https://t.co/MpOz32qNZ4" "AUS" "boost_matters" 1 "neutral" 2 "[1;3)"
"6551" "Ex-Covid commission boss Nev Power charged with alleged WA border breach after helicopter flight https://t.co/C4AoShWA4r" "AUS" "charged" -3 "negative" 1 "[-5;-3]"
"6553" "On ABC Hobart at 7.45am, talking about keeping the construction industry COVID-safe." "AUS" "safe" 1 "positive" 1 "[1;3)"
"6561" "@gibbosworld @ed_ruthazer @SandraWeeden Many many many many many more people have died of covid than the vaccine." "AUS" "died" -3 "negative" 1 "[-5;-3]"
"6568" "Help improve COVID-19 vaccine uptake by tackling these three common myths in people minds.
https://t.co/D4jJFZopX3 https://t.co/B5uQ4CGGCp" "AUS" "help_improve" 2 "positive" 2 "[1;3)"
"6576" "i hope you are right, but remember that to a dictator with the absolute power everything is covid! https://t.co/0nnLYspHxb" "AUS" "hope" 2 "neutral" 1 "[1;3)"
"6585" "Just an update on some more criminal activity from a government body...the CDC in USA
#CDC #Covid_19 #immunity

https://t.co/v77NEcN4Ut" "AUS" "criminal" -3 "negative" 1 "[-5;-3]"
"6589" "Challenges ahead as Japan prepares to welcome tourists again after Covid-19 https://t.co/5bziNDqrq4 https://t.co/eyZWjEnARz" "AUS" "welcome" 2 "positive" 1 "[1;3)"
"6590" "@kaitborsay Out of curiosity does that mean you have to have been Covid free for 6 months to be able to go into a restaurant?" "AUS" "free" 1 "positive" 1 "[1;3)"
"6603" "@ffvasconcelos @GrantMBeasley Now if only the Western health authorities had a COVID kit like those in India for example?" "AUS" "like" 2 "positive" 1 "[1;3)"
"6608" "worst thing we used to do pre covid has to be mass genocide" "AUS" "worst" -3 "negative" 1 "[-5;-3]"
"6609" "@jon_trace @Life_Disrupted Well, they're dead now so we'll have to change the phrase to 'as happy as a fish in shit'." "AUS" "dead_happy_shit" -1 "neutral" 3 "(-3;-1]"
"6617" "@BLatro @Ganeshan There is no way we're eliminating covid in Auckland, or New Zealand. We gave it a go and failed miserably." "AUS" "failed_no" -2 "negative" 2 "(-3;-1]"
"6622" "What a selfish arsehole

https://t.co/Hf0yd93SJd" "AUS" "selfish" -3 "negative" 1 "[-5;-3]"
"6625" "@ID_ethics Does it outweigh the chance of 15-21 yo being hospitalised or suffering severe effects from covid?" "AUS" "chance_severe_suffering" -1 "negative" 3 "(-3;-1]"
"6644" "getting back into fn comp for awhile my football coach test positive for covid 19 so, who wanna trio not toxic pls" "AUS" "positive" 2 "neutral" 1 "[1;3)"
"6657" "@TangerPoon @WendySt22419654 @YvonneAdele Tiny bit of research on reduced risk...

https://t.co/iF1Jfluyv3" "AUS" "risk" -2 "negative" 1 "(-3;-1]"
"6663" "@MarkMcGowanMP This is what good covid management looks like." "AUS" "good_like" 2 "positive" 2 "[1;3)"
"6681" "Hong Kong's zero-COVID policy undermining financial hub status - industry group - Reuters https://t.co/tzhrRWonbs" "AUS" "undermining" -2 "negative" 1 "(-3;-1]"
"6682" "I just want food to not taste like sour alcoholic vomit. #parosmia #Covid #anosmia" "AUS" "like_want" 2 "negative" 2 "[1;3)"
"6684" "Lockdowns well over but masks, QR? Covid sucks" "AUS" "sucks" -3 "neutral" 1 "[-5;-3]"
"6687" "AskST: Can ivermectin protect me from Covid-19? https://t.co/JenpBgvc8n" "AUS" "protect" 1 "positive" 1 "[1;3)"
"6688" "74% of those given wrong Covid-19 vaccine dose at Bukit Merah Polyclinic have received replacement https://t.co/Ur4tNtlf56" "AUS" "wrong" -2 "negative" 1 "(-3;-1]"
"6698" "AskST: Can ivermectin protect me from Covid-19? https://t.co/bZ1MoKKzHQ" "AUS" "protect" 1 "positive" 1 "[1;3)"
"6699" "74% of those given wrong Covid-19 vaccine dose at Bukit Merah Polyclinic have received replacement https://t.co/zOj6yyNWC2" "AUS" "wrong" -2 "negative" 1 "(-3;-1]"
"6703" "i know its covid but i really have no choice but to physically go out to work.  for 6 days or else i wont get my pay." "AUS" "no_pay" -1 "positive" 2 "(-3;-1]"
"6718" "KERRYN PHELPS: Passing the COVID buck risks more than government reputations https://t.co/P3ORHldXJT @IndependentAus" "AUS" "risks" -2 "negative" 1 "(-3;-1]"
"6726" "@lazzaNZL The big problem is most covid cases are Vaxed today

But not honestly declared in stats 

Vax complications are not covid" "AUS" "big_problem" 0 "negative" 2 "0"
"6729" "Yes, I worked at the UOW until last August. There were major job losses during Covid. https://t.co/yDlUM33Rnd" "AUS" "yes" 1 "neutral" 1 "[1;3)"
"6730" "@ijc916 @gluboco I found this a really interesting article https://t.co/rhYmcUNOKE" "AUS" "interesting" 2 "positive" 1 "[1;3)"
"6751" "@BobbyPaulson14 They died with covid than due to covid" "AUS" "died" -3 "negative" 1 "[-5;-3]"
"6760" "@TheKennyDevine Drew's a basketcase.

Maybe a covid case once he leaves the secure mansion" "AUS" "secure" 2 "positive" 1 "[1;3)"
"6762" "@fulovitboss This little fucker been creeping around my mind for a while hahahaha - this little fucker is covid https://t.co/hZi6hm0zWn" "AUS" "fucker" -4 "negative" 1 "[-5;-3]"
"6763" "Ahhh Leigh, still maintaining your outrage over protecting kids from covid..." "AUS" "outrage" -3 "negative" 1 "[-5;-3]"
"6764" "Dont know but definitely better without covid https://t.co/4ruAQKl0yd" "AUS" "better" 2 "positive" 1 "[1;3)"
"6765" "@BobbyPaulson14 She had covid but that's not why she died" "AUS" "died" -3 "negative" 1 "[-5;-3]"
"6778" "Naturally acquired immunity is better than vax.
100,000 ppl who recovered from Covid deserve a VaxPort.
#NatVax" "AUS" "better" 2 "positive" 1 "[1;3)"
"6781" "@cweaver1983 He's a bigger risk to public safety than covid. Lockdown to be reintroduced when he's in town." "AUS" "risk_safety" 0 "negative" 2 "0"
"6784" "Singer Ed Sheeran tests positive for COVID-19, will do performances from home https://t.co/v4ofrwZBbg via @ABCaustralia" "AUS" "positive" 2 "positive" 1 "[1;3)"
"6790" "@Elizabeth241072 @LesleyB58051421 14 months ago.  My mum had cancer too and died in February of Covid aged 88" "AUS" "cancer_died" -2 "negative" 2 "(-3;-1]"
"6795" "Australian researchers launch COVID-19 calculator that assesses your risk from the virus https://t.co/RTRxSPqO2p via @ABCaustralia" "AUS" "risk" -2 "negative" 1 "(-3;-1]"
"6798" "Calls for Tasmanian schools to introduce COVID-safe plans for students under 12 with disabilities https://t.co/rO13pdHBDo via @ABCaustralia" "AUS" "safe" 1 "positive" 1 "[1;3)"
"6799" "7 months off and now my condition is back to a year and eight months ago. Fucking sucks. Covid sucks." "AUS" "fucking_sucks" -3 "negative" 2 "[-5;-3]"
"6802" "People Who Believe COVID Conspiracies More Likely to Test Positive, Study Confirms https://t.co/RyMZjwHoxU https://t.co/5F79Yer8PZ" "AUS" "positive" 2 "neutral" 1 "[1;3)"
"6805" "Call 995 only for life-threatening situations, not Covid-19 infections: MOH, SCDF https://t.co/zaAaPlYHS5" "AUS" "threatening" -2 "negative" 1 "(-3;-1]"
"6806" "Call 995 only for life-threatening situations, not Covid-19 infections: MOH, SCDF https://t.co/MLoYUChIt8" "AUS" "threatening" -2 "negative" 1 "(-3;-1]"
"6811" "Three Hunter schools closed as authorities warn of bumpy restart to classroom learning https://t.co/cep9AhbyKi via @ABCaustralia" "AUS" "warn" -2 "negative" 1 "(-3;-1]"
"6812" "@3bsBruce Damn right. Hoist it. She can stay in her SA Covid bunker." "AUS" "damn" -4 "neutral" 1 "[-5;-3]"
"6818" "Accused COVID breacher Riccardo Bosi calls Adelaide magistrate an 'imbecile' during phone hearing https://t.co/bpq6KlvU1O" "AUS" "accused_imbecile" -2 "negative" 2 "(-3;-1]"
"6836" "Australian researchers launch COVID-19 calculator that assesses your risk from the virus - ABC News  https://t.co/YRaBxLb1mz" "AUS" "risk" -2 "negative" 1 "(-3;-1]"
"6848" "@Scottgas2 @Ashleathomp @sailorrooscout Not for this poor chap

https://t.co/baz5lH9s55" "AUS" "poor" -2 "negative" 1 "(-3;-1]"
"6851" "Batang Lupar MP: Emergency declaration was to flatten the curve of Covid-19
https://t.co/cDq6W6ImCb  https://t.co/cDq6W6ImCb" "AUS" "emergency" -2 "negative" 1 "(-3;-1]"
"6854" "Accused COVID breacher Riccardo Bosi calls Adelaide magistrate an 'imbecile' during phone hearing https://t.co/Uv5Pj1tfW6 via @ABCaustralia" "AUS" "accused_imbecile" -2 "negative" 2 "(-3;-1]"
"6868" "AFL grand final COVID breacher Caleb Harold Cox remains behind bars after facing Perth court https://t.co/dFXoMI3weo via @ABCaustralia" "AUS" "grand" 3 "positive" 1 "[3;5]"
"6871" "When the hospitals are over run and it's not because of covid how will they spin it? Who will they blame?" "AUS" "blame" -2 "negative" 1 "(-3;-1]"
"6884" "@Zacklywright You forgot all the shit that Covid does to you, outside of killing you." "AUS" "killing_shit" -4 "negative" 2 "[-5;-3]"
"6891" "@sdoublej4 @caerffilicallin @MaajidNawaz Look at his timeline. Abusive, repeatedly targets rainbow flags, and lies about Covid. Blocked." "AUS" "abusive_blocked" -2 "negative" 2 "(-3;-1]"
"6904" "Ed Sheeran tests positive for Covid-19 ahead of new album release https://t.co/i9JNYV0swa" "AUS" "positive" 2 "positive" 1 "[1;3)"
"6964" "@noreasonspec If I was keen to avoid catching covid I would simply visit the city with six times the caseload" "AUS" "avoid_keen" 0 "positive" 2 "0"
"6968" "@JasonC00829648 Because it was obvious why they were breaking covid rules. 

If the covid rules were not in place they would stop protests." "AUS" "protests_stop" -2 "negative" 2 "(-3;-1]"
"6994" "North Coast doctor raises alarm over hospital capacity to meet COVID demand https://t.co/1pjm3dOcF7 via @ABCaustralia" "AUS" "alarm_demand" -2 "negative" 2 "(-3;-1]"
"6997" "Ex-Covid commission boss Nev Power charged with alleged WA border breach after helicopter flight https://t.co/ljz00Zbl9T" "AUS" "charged" -3 "negative" 1 "[-5;-3]"
"7002" "Can't wait for covid situation to get better so I can dress up for Halloween and go drinking again" "AUS" "better" 2 "positive" 1 "[1;3)"
"7003" "Grim picture sums up Covid crisis - https://t.co/JI6UW9n27b https://t.co/ZX2t4KFIGc https://t.co/HJr0FP9e20" "AUS" "crisis" -3 "negative" 1 "[-5;-3]"
"7005" "@GunsnBitcoin @0urobro The Bitcoin cult is demented like the Covid cult" "AUS" "like" 2 "positive" 1 "[1;3)"
"7012" "Beaches' COVID cases stable as intrastate travel recommences https://t.co/vJAHETGImw" "AUS" "stable" 2 "positive" 1 "[1;3)"
"7014" "More important that reopening of Singapore's borders be done well, rather than scaling up fast: Iswaran https://t.co/9wTQMV1fHr" "AUS" "important" 2 "positive" 1 "[1;3)"
"7022" "@Yanua02 Best is to follow the data https://t.co/pstCub8ntr" "AUS" "best" 3 "positive" 1 "[3;5]"
"7027" "@marcuskelson It died of Covid 19!! #MelbourneCup" "AUS" "died" -3 "negative" 1 "[-5;-3]"
"7028" "New Small Business Grants for COVID Relief Available from State, Local Governments https://t.co/mMja6YFlzp" "AUS" "grants" 1 "positive" 1 "[1;3)"
"7034" "@sbrookbrooks That explains a lot actually. Probably harder to fuck around with blocking while shooting with COVID crew changes." "AUS" "blocking_fuck" -2 "negative" 2 "(-3;-1]"
"7040" "I'm shocked that the carers would do that to her @TheHuiNZ Covid could kill her. Tania calls them diamonds in the rough. I call them selfish" "AUS" "kill_selfish_shocked" -3 "negative" 3 "[-5;-3]"
"7042" "I think about this story when people try to minimise Covid risks @RebekahWh https://t.co/luGeFp6eb6" "AUS" "risks" -2 "negative" 1 "(-3;-1]"
"7060" "@GoogleVET:Bad to worse: Students suffering more in the grip of COVID - Monash Lens https://t.co/QK90VpmZ4d" "AUS" "suffering_worse" -2 "negative" 2 "(-3;-1]"
"7085" "@PADDYD77162303 @RachGuth3 Too Right haven't missed a Cup since 95 then Covid 19 hit so yes next year for Sure https://t.co/R4sleZpNV6" "AUS" "missed_yes" 0 "neutral" 2 "0"
"7086" "@QldGovernor @SupremeCourtQLD Congratulations Dr Young!

PS. Thanks for keeping us safe from Covid-19." "AUS" "congratulations_safe_thanks" 2 "positive" 3 "[1;3)"
"7088" "@VictorianCHO What a despicable thing to do to innocent children who do not get affected by Covid!! Absolute madness this scamdemic" "AUS" "affected_madness" -2 "negative" 2 "(-3;-1]"
"7091" "Liberal senator Gerard Rennick to withhold vote in protest against Covid vaccine mandates https://t.co/EGobtfGWX7" "AUS" "protest" -2 "negative" 1 "(-3;-1]"
"7103" "Look at this shit. Please report it as Misleading/Health/Covid https://t.co/B0BQZkc1bI" "AUS" "misleading_please_shit" -2 "negative" 3 "(-3;-1]"
"7108" "Important info in this thread about managing/living with Covid. https://t.co/ScuwcTasKO" "AUS" "important" 2 "positive" 1 "[1;3)"
"7111" "COVID-19 is accelerating the rise of conspiracy and sovereign citizen movements in Australia - ABC News https://t.co/sUfVuWkHcB" "AUS" "conspiracy" -3 "negative" 1 "[-5;-3]"
"7127" "@MedCrisis Then we wonder why covid vaccine conspiracy theories have spread so much. It is directly linked." "AUS" "conspiracy" -3 "neutral" 1 "[-5;-3]"
"7140" "@JHB_2020 @CFCDaily he just comeback from injury and covid 19 for these season. i hope he able to regain his form" "AUS" "hope_injury" 0 "negative" 2 "0"
"7141" "@Aussiesjojo77 @westaustralian Meanwhile , no Covid in W-A for two years , freedoms in the state , jobs galore and a $5B surplus" "AUS" "no" -1 "positive" 1 "(-3;-1]"
"7144" "Is the COVID-19 vaccine safe for children? https://t.co/UKbhIUS53c https://t.co/E5u2cxx30z" "AUS" "safe" 1 "positive" 1 "[1;3)"
"7157" "why is the aus gov not giving out home covid testing kits for free?" "AUS" "free" 1 "positive" 1 "[1;3)"
"7158" "@sedvitae He is maskless in Glasgow. Maybe a case of Trump COVID and a miraculous recovery. Might raise a sympathy vote?" "AUS" "sympathy" 2 "positive" 1 "[1;3)"
"7169" "Complicated to make Covid-19 vaccines in Singapore mandatory: Janil Puthucheary - The Straits Times https://t.co/d7rlTHXOcK" "AUS" "mandatory" -1 "negative" 1 "(-3;-1]"
"7177" "At long last, it has happened - covid has hit the school I work at, and I'm more than a little anxious." "AUS" "anxious" -2 "neutral" 1 "(-3;-1]"
"7179" "COVID-19 challenges 'disadvantage' smaller nations in COP26 climate talks. https://t.co/cWr68wniqK 
#COVID19 #access2meds #climate #COP26" "AUS" "disadvantage" -2 "negative" 1 "(-3;-1]"
"7181" "Already having a chronic illness, long covid absolutely terrifies me. https://t.co/oQJb1ggqU6" "AUS" "illness" -2 "negative" 1 "(-3;-1]"
"7188" "@Rove Why no Whovians?? Is it due to covid or just cancelled? I was so excited!! #WhoviansAU #ABC" "AUS" "cancelled_excited_no" 0 "positive" 3 "0"
"7202" "Two Mercy Place residents die with COVID, 52 cases recorded in Albury-Wodonga https://t.co/7AF6e6izFe" "AUS" "die_mercy" 0 "neutral" 2 "0"
"7207" "@gutwagon478 Yep, everything is a covid death these days, even if you are vaccinated and die." "AUS" "death_die" -2 "negative" 2 "(-3;-1]"
"7211" "PAX South is no longer due to Covid-19 and lack of growth - PC Gamer https://t.co/vKE2WDVJmC" "AUS" "growth_lack_no" 0 "negative" 3 "0"
"7215" "'I was in ICU for three weeks, and I was in a wheelchair for about five months,' says the Grammy winner.
 https://t.co/5IyBR4AE9P" "AUS" "winner" 4 "positive" 1 "[3;5]"
"7218" "Here's what to do if you've had a bad reaction to a COVID-19 vaccine https://t.co/Jmt0ENsBOj" "AUS" "bad" -3 "negative" 1 "[-5;-3]"
"7223" "@andrepaltry And country was relatively Covid free" "AUS" "free" 1 "positive" 1 "[1;3)"
"7224" "[Hatchery Sanitation]

Today sanitation work is done around hatchery area to fight off Covid-19 virus. https://t.co/swJOpYzKmd" "AUS" "fight" -1 "neutral" 1 "(-3;-1]"
"7226" "Going to take covid test shortly! Scared as hell" "AUS" "hell_scared" -3 "negative" 2 "[-5;-3]"
"7233" "He won Halloween the COVID edition https://t.co/IjCZt6UMEx" "AUS" "won" 3 "positive" 1 "[3;5]"
"7235" "@Amys_Kapers I mean one could argue that being in a covid free country for 14 days is a kind of quarantining :p" "AUS" "free_kind" 2 "positive" 2 "[1;3)"
